,ID,label,tanggal,judul,narasi,nama file gambar
1914,445802,1,6-May-19,Daging Babi Halal Halal Pork di Singapura,daging babi halal halal singapura edar buah gambar produk daging babi halal agama islam singapura tulis pasar jual jaring singapura,445802.jpg
1915,446076,1,25-Mar-19,"Foto penampakan tol Cisumdawu, Cileunyi-Sumedang-Dawuan yang memangkas dan menerobos bukit",foto tol     tol     ,446076.png
1916,446962,1,26-Oct-18,Di Markas PBB cuma bendera saudi yg tidak pernah turun setengah tiang,pbb bendera saudi turun tiang pbb bendera saudi turun tiang kalimat bendera bendera tulis kalimat bakar,446962.png
1917,447055,0,15-Oct-18,BMKG Bantah Informasi Prediksi Kemarau Panjang yang Dikaitkan dengan Pertanyaan Kemunculan Dajjal,bmkg bantah informasi prediksi kait dajjal kabar   paham suhu kait panas paham,447055.png
1918,447191,0,27-Sep-18,DJP Bantah Call Centernya Meminta Data KTP dan Identitas Lainnya,bantah data ktp edar informasi palsu indikasi modus tipu mengatasnamakan informasi masyarakat data nomor kartu tanda duduk ktp,447191.jpg
1919,447547,1,04-Agu-18,Pare Tidak Serta-merta Bisa Menyembuhkan Kanker,  sembuh kanker prof pusat angkat darat info  selamat,447547.png
1920,447919,0,28-May-18,Edy Rahmayadi Tidak Terkena Stroke,nonton makan hoax,447919.jpg
1921,448067,1,2-May-18,Video Percakapan Bagi-Bagi Jatah Menteri BUMN Rini Soemarno bersama Dirut PLN Sofyan Basri,video menteri bumn pln media sampah anak nyata viral rekam menteri bos pln bumn nyata rekam bicara menteri bumn pln atur  triliun biaya beli bbm pln pertamina,448067.png
1922,448128,0,24-Apr-18,"Beredar Foto Mesra Fadli Zon Dengan Pelakor, Fakta Aslinya Munculkan Perdebatan",edar foto fadli fakta asli debat foto rupa edit oknum tanggung,448128.jpg
1923,448145,1,20-Apr-18,FACEBOOK AKAN DITUTUP PADA 24 APRIL 2018,facebook tutup    indonesia tutup batu tutup,448145.jpg
1924,448965,1,26-Nov-17,Pengrusakan Mushola di Daerah Bojong Gede Oleh Preman Ambon,daerah gede ambon akbar akbar rapat daerah gede ambon detik panas sahabat lapor    ambon tusuk polres depok depok brimob turun lokasi berita tulis panas massa jaga aparat islam rapat lokasi depok akses islam info,448965.png
1925,449461,1,14-May-17,J Kristiadi Buat Surat Terbuka kepad Jusuf Kalla Terkait Pengusaha Keturunan Tionghoa,surat buka jusuf kalla kait usaha turun muka percaya coba bantu pandang kristen kristen indonesia usaha keluarga,449461.jpg
1926,450134,1,21-Nov-16,Pembakaran Al-Quran & Etnis Rohingnya oleh Tentara Myanmar,bakar   tentara myanmar malam gambar malang rohingya myanmar gambar lihat bakar   bakar kampung bakar,450134.jpg
1927,450668,1,14-Aug-20,"Gunakan Bagian Putih Masker Di Luar Saat Tidak Sakit, Gunakan Bagian Biru Masker Di Luar Saat Sakit",putih masker sakit biru masker sakit info,450668.jpg
1928,450834,1,2-Aug-20,Tulisan Bocah Pak Putin Tolong Kirim Rudal Ke Gedung DPR Kami,tulis bocah kirim dpr tulis bocah kirim dpr,450834.png
1929,451140,1,7-Jul-20,Foto Presiden Jokowi dengan Narasi Mengakui Bahwa Marahnya Menggunakan Teks,foto presiden jokowi narasi marah marah lupa,451140.jpg
1930,451339,1,11-Jun-20,Anies Kembali Izinkan Diskotik dan Pantai Pijat Buka di Jakarta,anies pantai buka jakarta anies pantai buka jakarta,451339.png
1931,451684,1,7-May-20,Setelah adanya Virus Covid-19. Umat Islam Arab banyak yg Murtad,virus covid umat islam arab puji tuhan virus covid umat islam arab,451684.png
1932,451739,1,3-May-20,Aamir Khan Mendonasikan 1kg Tepung dan 15000 Rupee Kepada Warga yang Membutuhkan di Masa Lockdown,donasi  warga butuh lockdown donasi  warga butuh lockdown,451739.jpg
1933,452352,1,9-Mar-20,tidak ada kebijakan larangan masuk dan transit ke Indonesia bagi pendatang berasal dari China,bijak larang indonesia china perintah  takut perintah china bukti negara larang indonesia sebar virus corona italia jepang iran virus corona wuhan china,452352.png
1934,452370,1,4-Mar-20,Tisu Basah Bisa Jadi Alternatif Menyiasati Kelangkaan Masker,masker masker kait virus corona panik jaga bersih instruksi perintah,452370.jpg
1935,452485,1,13-Feb-20,"Dubes China Buka Kartu: Tiap Tahun, 2 Juta Lebih Warga Kami Masuk Indonesia",china buka kartu  warga indonesia serang virus corona tewas manusia  kota china perintah komunis china rakyat china wilayah indonesia,452485.jpg
1936,452582,1,27-Jan-20,Correlation of Video of Child Fed with Living Tadpoles with Corona Virus,video corona virus china china world corona virus china china,452582.png
1937,452798,1,21-Dec-19,DKI Kucurkan Rp688 Miliar Tebus Ijazah Siswa yang Ditahan Sekolah,dki miliar siswa tahan sekolah pemprov dki dana miliar tahan  siswa kota  sekolah daerah dki nilai   zakat nasional dki,452798.png
1938,452987,1,17-Nov-19,"Terpidana korupsi Leo Lim, Anggota DPRD DKI dari PSI",pidana korupsi anggota dprd dki psi psi diam saudara maling anggota dprd dki psi,452987.png
1939,453100,1,22-Oct-19,UAS Ajak Umatnya Kalau Belanja Ke Warung Tanyakan Dulu Apa Agamanya,uas umat belanja warung agama uas warung agama uas suka bikin benci,453100.jpg
1940,453357,1,7-Sep-19,Ular beracun tertipis di dunia hidup dalam Paprika,ular racun tip dunia ular tip dunia ular cuci buah bersih makan hati ular racun tip dunia,453357.png
1941,453372,0,4-Apr-19,Surat suara yang sah harus ada tanda tangan KPPS,surat suara tanda tangan cari juang,453372.png
1942,453432,1,26-Aug-19,Batu2 an karya seni Gabion ternyata dari terumbu karang yg dilindungi UU,batu karya nyata karang lindung karang karang keras mati karang otak batu karang mudah pandang karang lindung penuh atur atur karang,453432.png
1943,453810,1,14-Jun-19,Lion Air Memiliki Utang Kepada Boeing dan Airbus Sebesar Rp614 Triliun,air utang triliun hutang air  perintah indonesia,453810.jpg
1944,454645,0,25-Jan-19,Klarifikasi BKN Terkait Surat Optimalisasi Pemenuhan Kebutuhan PNS oleh BKN,klarifikasi kait surat penuh butuh pns kepala humas ridwan surat surat penuh butuh pns,454645.png
1945,455506,0,8-Sep-18,Pemprov Riau Bantah akan Rumahkan Ribuan Pegawai Honorer,pemprov riau bantah rumah pegawai bahas rumah kepala pegawai daerah provinsi riau ridwan  ,455506.jpg
1946,455511,0,7-Sep-18,"PT Ultrajaya Milk Industry Tbk Mengklarifikasi Terkait Laporan Susu Ultra Kemasan Yang Mengandung Bakteri di Sinjai, Sulawesi Selatan",klarifikasi kait lapor kandung bakteri sulawesi surat produk kandung bakteri,455511.jpg
1947,455591,0,27-Agu-18,Rio Rizki Bukan Peraih Medali Emas Termuda Di ASIAN Games 2018,emas muda asi games  indonesia nikmat emas asi games  tim kabar muda emas,455591.jpg
1948,455693,1,13-Agu-18,Sri Mulyani: Jika Rakyat Mengijinkan Daerah Bali Kita Jual Untuk Bayar Hutang,mulyani rakyat daerah jual bayar hutang presiden tri jual,455693.jpg
1949,455829,0,19-Jul-18,"ANGGOTANYA DITUDING SEBAGAI PENGANIAYA TAHANAN, POLRES SUBANG BERIKAN KLARIFIKASI",anggota tuding aniaya tahan polres ikan klarifikasi laku polisi tahan siksa tewas polres,455829.jpg
1950,455903,1,11-Jul-18,Abu Bakar Baasyir Meninggal Dunia,bakar dunia pulang bakar moga allah allah,455903.jpg
1951,455943,1,3-Jul-18,Penggunaan Foto Patung Buddha Berwajah Gus Dur yang Sudah Ditutup,foto wajah tutup nyata harga kembang islam nusantara,455943.png
1952,456229,1,7-May-18,Lumba-Lumba Mati Terdampar di Pantai Karang Perancak Bali,  mati pantai karang temu mati pantai karang negara kepala mati bawa arus umur usia  ,456229.png
1953,456271,1,30-Apr-18,UNDANGAN AKSI DAMAI PASCA PENDISKUALIFIKASIAN PASANGAN CALON WALIKOTA MAKASAR NOMOR URUT 2,undang aksi damai pasca pasang calon walikota nomor  bocor janji janji tim aksi damai rawan ormas dukung kota makassar salam juang lawan harap masyarakat makassar laku lawan mati makassar hak pilih pilih warga negara indonesia cabut   rapat suara rakyat lawan     diam harap saudara hadir suara rakyat kalah bawa menang sungguh dukung mati serah aksi  politik  haji,456271.png
1954,456517,0,19-Mar-18,Satgas Pangan Polri Pastikan Tak Ada Telur Palsu Beredar di Pasar,polri telur palsu edar pasar telur lihat bakteri simpan kereta telur bakteri jamur mudah telur palsu pasal harga telur palsu telur asli,456517.png
1955,456547,1,14-Mar-18,TKA Harus Nyaman Tinggal di Sini Dengan Gaji Tinggi,gaji gaji rakyat cari,456547.png
1956,456564,0,11-Mar-18,Pelaku Penusukan Ustaz di Depok Telah Belasan Tahun Alami Gangguan Jiwa,laku tusuk depok alami ganggu jiwa nyata bunuh ulama mata  imam masjid tusuk sholat alhamdulillah laku,456564.png
1957,456906,1,10-Jan-18,Dokter Anti Vaksin Asal Amerika Serikat,dokter anti vaksin serikat nyata umat juang tolak vaksin vaksin turun juang vaksin tubuh perang,456906.jpg
1958,457347,0,24-Oct-17,NU Mendukung LGBT,dukung lgbt dukung lgbt,457347.jpg
1959,457503,1,22-Sep-17,Merk Pakaian GAP Merupakan Singkatan dari Gay And Proud,pakai rupa gay muslim turun arab   kaos rekan duduk asli pemuda putih rekan muslim arab arti,457503.jpg
1960,457543,1,4-Sep-17,Menteri Komunikasi dan Informatika Tifatul Sembiring Sebar Hoax,menteri komunikasi sebar hoax lapor agung tri kominfo anggota dpr tsunami aceh  militer myanmar kasih,457543.jpg
1961,458135,1,22-Dec-16,: Kapolri dan Wakapolri Mengenakan Topi Sinterklas,kapolri moga paksa jendral hati perintah,458135.png
1962,458459,1,25-Jul-16,"Kalau tidak ada Santoso, Muslim POSO Sudah Habis diBantai Kristen",muslim habis bantai kristen warga muslim habis bantai kristen,458459.jpg
1963,458571,1,18-Mar-16,Surat Terbuka dari Andrea Hirata Untuk Ahok Gubernur DKI Jakarta,surat buka ahok gubernur dki jakarta selamat kawan air mata berani bangun   jakarta butuh sosok berani jakarta kota negara,458571.png
1964,458601,1,4-Feb-16,Mie Instan tidak bernutrisi Dan bahayanya MSG?,bahaya ambil sehat tangan,458601.jpg
1965,458824,1,17-Aug-20,Baju Adat Tiongkok China Dalam Gambar Uang Pecahan 75 Ribu Rupiah,baju tiongkok china gambar uang pecah  rupiah perintah uang kertas bank indonesia pecah uang nila  uang baju china,458824.jpg
1966,458925,1,8-Aug-20,"Video Rekaman kamera infrared hantaman rudal tepat sebelum ledakan dahsyat di Beirut, Libanon",video rekam ledak rekam langit ledak israel laku,458925.png
1967,459154,1,22-Jul-20,Video perawat garis depan diperkosa dan ditikam oleh seorang pria di jalan,video pria news ng berita pria mati rumah sakit,459154.png
1968,459406,1,27-Jun-20,Workshop Peningkatan Kapasitas Pemerintah Daerah oleh Pusbindiklatren Bappenas,perintah daerah hubung laksana covid surat nomor tip    perintah daerah rencana dana angkat,459406.jpg
1969,459936,1,2-May-20,Penangkapan Maling Berkepala Anjing di Klaten,tangkap maling kepala rekan jaga harap hati info lokasi maling tangkap kepala ubah kepala harap hati lupa doa selamat buruk,459936.jpg
1970,460179,1,8-Apr-20,"Daftar list hotel di bali yg di jual, Hotel for SALE in BALI april 2020",daftar hotel jual hotel  daftar hotel jual hotel   hotel   ,460179.jpg
1971,460195,1,6-Apr-20,Video Ngeri Karena Corona Italia pun Bersujud,video corona italia viral corona italia italia doa muslim virus corona,460195.jpg
1972,461145,1,26-Nov-19,"Demi Palestina, Cristiano Ronaldo Sumbang Rp 21,7 Miliar",palestina sumbang   miliar palestina sumbang   miliar,461145.jpg
1973,461627,1,26-Aug-19,PEMBERHENTIAN SEMENTARA TUNJANGAN KINERJA ANGGOTA TNI,henti anggota tni hubung    tni anggota tni henti agustus  dana bayar anggota tni  dana  tni harap tni,461627.jpg
1974,461684,1,16-Aug-19,Foto di Post Tindakan tni polri menyakiti warga papua,foto post tindak tni polri sakit warga papua tindak tni polri sakit warga papua,461684.png
1975,461712,0,3-Aug-19,Klarifikasi Kementerian Kelautan dan Perikanan  Terkait Beredarnya Surat Undangan Bimbingan Teknis dan Penetapan kelompok Penerima Bantuan Program Produksi Budidaya TA. 2019,klarifikasi menteri laut ikan kait edar surat undang kelompok bantu produksi  surat edar media daring surat teliti surat,461712.jpg
1976,461739,1,29-Jul-19,Lowongan Pekerjaan PT Timah Persero Tbk 2019,lowong persero  persero  agustus  rupa usaha negara bumn bidang pasar bahan turun,461739.jpg
1977,461921,1,2-Jul-19,Terima kasih sudah dibuatkan lagu kebangsaan baru,kasih bangsa kasih bangsa,461921.png
1978,462043,1,30-May-19,Manfaat Poligami Perpanjang Umur Pria?,manfaat poligami umur pria manfaat poligami umur pria,462043.png
1979,462145,1,13-May-19,GURU Mau DIIMPOR Juga,guru impor bangga impor beras impor minyak bumi impor gas impor,462145.png
1980,462225,1,30-Apr-19,"Akhirnya ada Anggota KPU yang insaf, mengaku di bayar 250 juta dan dijanjikan 12 M",anggota kpu bayar  janji  anggota kpu bayar  janji ,462225.png
1981,462447,1,27-Mar-19,lengan kanan dekap lengan kiri,kanan lihat sholat arti islam,462447.png
1982,462476,1,22-Mar-19,Foto di Cuitan Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia.,foto bantu dunia  cegah curang pilpres  bantu dunia,462476.png
1983,462953,1,8-Jan-19,USTAZ ARIFIN ILHAM MENINGGAL DUNIA,dunia kabar,462953.jpg
1984,463743,1,2-Sep-18,Penggunaan foto di post tulisan Pencak Silat Memeluk Semua yang Mencintainya,foto post tulis cinta perempuan darah warga negara singapura indonesia,463743.jpg
1985,463907,1,08-Agu-18,Kali Ciliwung Gubernur sebelumnya ngapain aja?!,gubernur matahari indah kota karya jakarta   anies   sandi gubernur,463907.png
1986,463969,1,28-Jul-18,Lowongan Rumah Sakit Universitas Indonesia,lowong rumah sakit universitas indonesia rumah sakit universitas indonesia,463969.jpg
1987,464003,1,24-Jul-18,Kenaikan Biaya PBB Sebesar 100 Persen di Jagakarsa Jakarta Selatan,biaya pbb  jakarta buah akun twitter pajak bumi bangun pbb  jakarta,464003.jpg
1988,464144,0,3-Jul-18,PBNU Tidak Pernah Menuding Pemerintah Menggunakan Dana CSR BUMN Digunakan Untuk Gerakan Khilafah,pbnu tuding perintah dana bumn khilafah dana manfaat dana temu sosial pbnu,464144.png
1989,464605,0,11-Apr-18,Akses Angkot di Palembang Saat Asean Games Tidak Ditutup,akses palembang games tutup hoax asi games butuh bus kota kendara bus kota buruk kepala dinas hubung kota palembang  ,464605.png
1990,464617,0,6-Apr-18,Foto Ridwan Kamil dan Sukmawati Soekarnoputri adalah Saat Meresmikan Renovasi Penjara Bung Karno di Banceuy,foto ridwan kamil resmi penjara foto  dinas resmi penjara tamu foto edar group belah pilkada pilih jabar,464617.png
1991,464659,0,28-Mar-18,"Wasekjen PKS, Mardani Ali Sera Tak Berfoto Bersama Bos Abu Tours",pks foto bos hoax berita fitnah pidana foto   bicara pimpin foto kader tahan jaga polisi fitnah fitnah polisi tulis pks akun  ,464659.jpg
1992,465038,0,21-Jan-18,Bersama Melawan Penyebar Hoaks,lawan sebar berita bohong benci marak media sosial ancam nasional lawan politik benci,465038.png
1993,465418,0,16-Nov-17,Fake news becomes a business model: researchers,news news,465418.png
1994,465470,1,9-Nov-17,POTONGAN KANKER BERGERAK JAUHI BAWANG PUTIH,potong kanker bawang putih buah gambar buah coba narasi kanker bawang putih emas kanker bawang pergi emas kanker,465470.jpg
1995,466786,1,12-Feb-16,Aparat Kepolisian Sektor Mimika Baru Menganiaya Warga,aparat polisi aniaya warga mata lawan harga manusia bumi,466786.jpg
1996,466816,1,31-Dec-15,Menggunakan Topi Kerucut di Tahun Baru Berarti Murtad,arti tanda muslim nyata muslim tanda gereja terap,466816.jpg
1997,467233,1,30-Jul-20,Ang Tjoen Min Berada Di Balik Organisasi Teror Densus 88,densus  densus  densus,467233.jpg
1998,467240,1,29-Jul-20,Gambar Pengujian Vaksin Covid-19 Telah Sukses,gambar vaksin covid vaksin covid,467240.jpg
1999,467329,1,23-Jul-20,Wanita bercadar di palestina sibuk berperang sedangkan wanita bercadar di indonesia sibuk selfie,wanita palestina sibuk perang wanita indonesia sibuk wanita palestina sibuk perang wanita indonesia sibuk batas,467329.png
2000,468212,1,26-Apr-20,"Video Begal Tertangkap di Jl. Soekarno Hatta, Malang",video begal tangkap hatta malang malam begal tangkap polisi kenal pusat ramai kota malang begal,468212.jpg
2001,468366,1,9-Apr-20,Listrik gratis dan diskon yang diberikan negara dibiayai dengan utang dari Bank Dunia sebesar 5 triliun,listrik gratis negara biaya utang bank dunia  triliun listrik listrik gratis negara biaya utang bank dunia  triliun bayar uang rakyat listrik juang cari bantu pinjam negara islam timur butuh rakyat wabah penuh,468366.png
2002,468415,1,3-Apr-20,"Terlibat Pembuatan COVID-19 di China, FBI Menangkap Profesor Harvard",covid china tangkap tangkap ketua tangkap universitas cina wuhan cina,468415.jpg
2003,468524,1,24-Mar-20,Rekrutmen Relawan Penanganan Pasien Virus Corona Oleh Dokter Irna,rekrutmen rawan tangan pasien virus corona dokter cari tenaga sehat rawat pasien covid  jakarta buka hubung,468524.png
2004,468597,1,19-Mar-20,"Video Donald trump tiba2 tak sadarkan diri saat berpidato, dengernya dia udh trkena corona",video trump sadar pidato corona trump sadar pidato komentar tulis corona,468597.png
2005,468895,1,9-Feb-20,Foto Penemuan kotak-kotak kontainer biohazard di Konsulat Jenderal Amerika di Wuhan,foto temu jenderal wuhan menteri cina resmi tuntut serikat temu kubur jenderal wuhan tutup negara,468895.png
2006,469238,1,12-Dec-19,Image and video of #ChinaKillingMuslim by @malxkwest,video media people,469238.png
2007,469276,1,4-Dec-19,Peristiwa Perampokan Toko Emas Athira di Pematang Siantar,toko emas toko emas rampok mall berani rampok,469276.png
2008,469358,1,21-Nov-19,"WADUH, KALAH SAING BIKIN SAKIT HATI, JOKOWI AKAN COPOT PRABOWO??",kalah bikin sakit hati jokowi prabowo kalah bikin sakit hati jokowi prabowo sungguh perintah zaman tanggap saudara rakyat nkri hilang tubuh perintah judul berita jokowi ancam pecat prabowo alas,469358.png
2009,469407,1,9-Nov-19,"Foto korban meninggal karena mendengar musik pakai handset, saat hpnya dicharge dan ketiduran",foto korban dengar pakai tidur pria dengar pakai pria tidur arus listrik tubuh tubuh pria,469407.png
2010,469426,1,5-Nov-19,"Beredar Informasi Kenaikan Harga BBM Nonsubsidi, Pertamina Angkat Bicara",edar informasi harga bbm pertamina angkat bicara president pertamina hoax,469426.png
2011,469604,1,29-Sep-19,Mahasiswi UNJ Meninggal Karena Kehabisan Oksigen Terkena Gas Air Mata,habis gas air mata habis gas air mata,469604.jpg
2012,469963,1,24-Jul-19,Penguburan Janin Hasil Aborsi oleh Penduduk Dusun Doi Coc,kubur duduk pergi buang sampah ambil bayi cuci kubur sampah manusia,469963.png
2013,469984,1,19-Jul-19,JAMUR VS TERUNG,jamur jamur saudara masak rumah jamur makan jamur murah kelas dokter  pasien darurat rumah sakit racun jamur jamur jamur makan racun rumah sakit sembuh serius,469984.jpg
2014,470250,1,26-May-19,Otto Hasibuan Kuasa Hukum Prabowo Sandi,kuasa hukum prabowo sandi kuasa hukum prabowo sandi nyata pasal lawan pasal  pasal ,470250.png
2015,470346,1,12-May-19,"ISRAEL DIGUNCANG GEMPA, TEL AVIV PORAK PORANDA",israel gempa israel gempa serang balas tunai allah,470346.png
2016,470455,1,8-Dec-16,10 Juta Tenaga Kerja Tiongkok Masuk ke Indonesia, tenaga tiongkok indonesia china  mudah china,470455.jpg
2017,470535,1,18-Apr-19,PERGERAKAN MIRIP 98, kabar demo menang polisi siaga malam,470535.png
2018,470641,1,26-Mar-19,PAF aircrafts create a beautiful formation of Allahs name,  allah world    ,470641.jpg
2019,470743,1,11-Mar-19,"Pantesan Kampanye 70K0W1 Selalu Sepi, Uang Transport Massa Ditilep Tim Suksesnya Sendiri",kampanye sepi uang massa tim kampanye sepi uang massa tim prabowo sandi,470743.png
2020,470792,1,4-Mar-19,Video Surat Suara Sudah Tercoblos 01 Di Medan,video surat suara coblos  medan kpu bongkar suara coblos,470792.jpg
2021,470832,1,24-Feb-19,Imamnya 2 diatas panggung,imam  imam  imam   arti jokowi,470832.png
2022,470864,1,16-Feb-19,"Alinka Humaira Nurhanzah, cucunya ibu Hj. Kesah barusan di culik",cucu barusan ganggu,470864.png
2023,470925,1,8-Feb-19,Bocoran Informasi Penting Valid Pola Kecurangan Sistem Penghitungan Suara KPU Dengan Modus Nomor 01 dan 02,bocor informasi curang sistem hitung suara kpu modus nomor   bocor bocor bocor menang curang,470925.jpg
2024,471875,0,12-Sep-18,Mahasiswa Universitas Jenderal Sudirman Purwokerto Nyanyi Lagu Indonesia Raya di dalam Mesjid Nurul Alam,mahasiswa universitas jenderal nyanyi indonesia mesjid mesjid universitas jendral islam nusantara nyanyi indonesia masjid,471875.jpg
2025,471987,1,24-Agu-18,PLN PASANG ALAT DETEKSI GEMPA DI SUKABUMI,pln pasang alat deteksi gempa sukabumi pln pasang deteksi gempa malam himbauan mati tanda,471987.jpg
2026,472381,1,26-Jun-18,Video Gunung Sinabung Meletus,video gunung letus,472381.png
2027,472473,1,4-Jun-18,Menurut Infonya Bahwa Malaysia Sudah Mencaplok 50 km Wilayah Indonesia,info malaysia  wilayah indonesia malam ketemu temen kalimantan info malaysia  wilayah indonesia daerah batas bantu klarifikasi info,472473.png
2028,472576,1,11-May-18,Melly Goeslaw Ikut Meriahkan Aksi 115 di Lapangan Monas Jakarta,aksi  lapang monas jakarta  monas imam     surat      baca    sambut panitia  buka     ulama  baca nyata sikap  jamaah monas ulama ustadz hadir aksi ahmad ustadz ustadz abdul ustadz ustadz,472576.jpg
2029,472589,0,11-May-18,Klarifikasi Dinas Kesehatan Kota Palopo Terkait Isu Beredarnya Obat Kedaluwarsa,klarifikasi dinas sehat kota kait edar obat obat tuduh edar obat masyarakat,472589.png
2030,472597,1,8-May-18,Salat Diiringi Musik Dugem di Aceh,aceh sholat,472597.jpg
2031,473021,1,28-Feb-18,Penyerangan Terhadap Muazin di Masjid Agung Pameungpeuk Garut,serang hadap masjid agung masjid  ulama ketua mui laku serang imam masjid lindung sakit kepala cari laku bahasa  lokasi,473021.png
2032,473053,0,25-Feb-18,Retas Akses ke Akun Menggunakan Ping,akses akun nyata hacker tim prabowo jaring server twitter prabowo,473053.jpg
2033,473108,0,16-Feb-18,Klarifikasi Tengku Zulkarnaen Tentang Pembakaran Masjid,klarifikasi bakar masjid klarifikasi bakar masjid beliau klarifikasi berita,473108.png
2034,473291,1,8-Jan-18,MANTAN NAPI SALEMBA BERKELIARAN DI JAKBAR,liar sebar jahat liar daerah jakarta   korban modus pura tamu penjara liat waspada korban,473291.jpg
2035,473334,0,2-Jan-18,Begini Kreativitas dan Hasil Karya Anaknya Pleicieden? Serius Nanya Niy,karya anak serius karya anak serius anak bikin serius suara diam serius,473334.png
2036,473461,1,8-Dec-17,Al-Quran Ditemukan di Dasar Laut,  temu dasar laut   temu dasar laut karang moga like aamiin kirim besok arah duga,473461.png
2037,474075,0,24-Apr-17,Judul Berita Media Asing Yang Menghina Jokowi,judul berita media asing hina jokowi judul berita media asing hina jokowi,474075.jpg
2038,474216,0,21-Feb-17,Penembak Jitu Membidik Peserta Aksi 212 Jilid 2,tembak aksi  jilid  lihat lindung rakyat rezim,474216.jpg
2039,474274,1,17-Feb-17,: PKI Gelar Lomba Baca Puisi di Universitas Pekalongan,pki gelar baca universitas pki gelar baca universitas,474274.png
2040,474341,1,3-Feb-17,: Pesan Whatsapp Mohammad Guntur Romli kepada relawan BADJA,pesan whatsapp rawan edar foto gambar pesan rawan tekan ahok,474341.jpg
2041,474495,1,3-Jan-17,Planet Nibiru Siap Menabrak Bumi,tabrak bumi percaya tabrak bumi teliti percaya teliti angkasa bumi tabrak bumi letak sulit bumi,474495.jpg
2042,474936,1,4-May-16,Yusril Menyatakan Bahwa Warga Luar Batang Sebagian Besar Punya Sertifikat Tanah,nyata warga batang tanah kuasa hukum warga batang pemprov dki paksa batang warga batang tanah,474936.png
2043,475119,1,21-Sep-15,Ahok Melarang Kurban,ahok larang tidur   instruksi instruksi menteri sehat arab saudi nyata larang haji bahaya timbul virus mati   timur,475119.jpg
2044,475150,1,23-Aug-20,Mata Uang Baru Kadrun 212 dengan Foto Wanita Bercadar,mata uang  foto wanita uang,475150.jpg
2045,475266,1,12-Aug-20,Foto Kondisi Kadrun Saat Ini yang Terancam Mati Kelaparan Akibat Sepinya Job Demo,foto ancam mati sepi demo negara urus demo demo harap,475266.jpg
2046,475426,1,30-Jul-20,Rupanya cebong semua masuk rumah sakit jiwa,rupa cebong rumah sakit jiwa cebong ganggu ibadah umat islam rusak bilang sakit jiwa rupa cebong rumah sakit jiwa,475426.png
2047,476010,1,1-Jun-20,Website www.smkn1sukabumi.simdikonline.id PPDB SMKN 1 Kota Sukabumi,sukabumi  kota sukabumi sukabumi  kota sukabumi,476010.png
2048,476211,1,12-May-20,NATA DE COCO MENGANDUNG PLASTIK,kandung plastik hati makan untung suka,476211.png
2049,476247,1,8-May-20,Terjadi Penyekapan di Apotek Pancasan Kota Bogor,kota bogor bogor korban,476247.png
2050,476261,1,7-May-20,Akun @kredivo_ojk Milik Kredivo Indonesia,akun indonesia online     sila layan  jam,476261.png
2051,477133,1,29-Jan-20,Ada 3 Orang TKA China PT IWIP Yang Meninggal Dunia Akibat Virus Corona, china dunia virus corona siaga virus corona sebar dunia malam cina virus corona dunia sadar pemberitahuan karyawan liar hati hadap dampak virus corona,477133.jpg
2052,477271,1,5-Jan-20,"Namanya Dicatut Terkait Kondisi Bendungan Bili-bili, Bupati Gowa Angkat Bicara",kait   bupati angkat bicara bupati edar informasi   air batas normal,477271.jpg
2053,477304,1,31-Dec-19,"Judul artikel Nama Muhammad dan Ali Dilarang Terbang, Kebijakan Imigrasi Bukti Diskriminasi Umat Islam",judul artikel larang terbang bijak bukti umat islam bijak indonesia hadap terbang bandara hatta anggota dpr bandara atur layan bandara hatta umat islam,477304.png
2054,477653,1,28-Oct-19,Tangkapan Layar Grup WA Pendukung 02,tangkap layar grup dukung  grup dukung ,477653.png
2055,477823,1,26-Sep-19,"Faisal Amir, Mahasiswa Universitas Al Azhar Meninggal Dunia",mahasiswa universitas dunia nyata panggil sang jam  ,477823.png
2056,478189,1,17-Jul-19,Beredar Risalah Rapat Pengangkatan Nama - nama Menteri Kabinet Kerja Jilid II dengan Lambang Garuda dan Bertuliskan Koalisi Indonesia Maju,edar rapat angkat  menteri kabinet jilid lambang garuda tulis indonesia maju indonesia maju republik indonesia angkat menteri bantu presiden kabinet jilid periode  ,478189.png
2057,478683,0,22-Apr-19,Video Petugas KPPS Coblos Surat Suara di Boyolali,video tugas coblos surat suara bangsa urus selenggara kartu suara coblos    suara baju,478683.png
2058,478948,1,9-Mar-19,dibagikan ke siapa? Kalangan LGBT kah?,lgbt maksud logo capres lgbt bebas rusak anak bangsa,478948.png
2059,479227,1,24-Jan-19,"Video Kapal Tenggelam di Perairan Kangean, Jawa Timur",video kapal tenggelam air jawa timur tumpang kapal tenggelam lokasi pulau jatim selamat,479227.png
2060,479280,1,17-Jan-19,Foto Anak Perempuan yang Dikabarkan Hilang Sekarang Sudah Berada di Polsek Citeureup Bogor,foto anak perempuan kabar hilang bogor bantu sebar anak perempuan usia hilang kenal,479280.jpg
2061,480136,0,31-Agu-18,Bappenas Bantah Tudingan Sandiaga Uno yang Sebut Pemerintah Mengintervensi Data BPS,bantah tuding sandiaga uno perintah data undang menteri rencana bangun nasional kepala  ,480136.jpg
2062,480770,0,11-May-18,Mahfud MD Bantah Mengusulkan Penghentian Kasus Novel Baswedan,bantah usul henti novel baswedan video lihat video lengkap potong video,480770.png
